AppId,GenreId
1543,18
1544,21
1545,21
1546,21
1547,21
1548,26
1549,26
1550,37
1551,1
1552,26
1553,26
1554,12
1555,45
1556,45
1557,47
1558,21
1559,21
1560,17
1561,13
1562,0
1563,6
1563,24
1564,23
1565,22
1566,45
1567,26
1568,25
1569,12
1570,20
1571,33
1572,31
1573,31
1574,31
1575,6
1576,31
1577,44
1578,9
1579,21
1580,12
1581,23
1582,3
1583,21
1584,39
1585,6
1586,6
1587,2
1588,16
1589,25
1590,9
1591,36
1592,28
1593,18
1594,27
1595,2
1596,29
1596,51
1597,49
1597,18
1598,11
1599,36
1600,31
1601,18
1602,12
1603,34
1604,22
1605,22
1606,36
1607,36
1608,16
1609,19
1610,19
1611,19
1612,19
1613,11
1614,21
1615,33
1616,18
1617,18
1618,18
1619,2
1620,2
1621,0
1622,35
1623,15
1624,18
1625,36
1626,36
1627,35
1628,35
1629,52
1629,43
1630,23
1631,7
1632,0
1633,19
1634,16
1635,3
1636,52
1636,30
1637,32
1638,31
1639,6
1640,20
1641,0
1642,45
1643,15
1644,45
1645,29
1646,6
1647,18
1648,19
1649,19
1650,29
1651,21
1652,21
1653,22
1654,33
1655,26
1656,32
1657,34
1658,34
1659,1
1660,21
1661,14
1662,19
1663,16
1664,36
1665,28
1666,36
1667,28
1668,3
1669,41
1670,28
1671,36
1672,28
1673,34
1674,1
1675,28
1676,12
1677,29
1678,31
1679,45
1680,0
1681,1
1682,1
1683,31
1684,1
1685,17
1686,1
1687,6
1688,41
1689,23
1690,9
1691,9
1692,17
1693,1
1694,28
1695,6
1696,6
1697,6
1698,0
1699,18
1700,26
1701,7
1702,6
1703,23
1704,21
1705,21
1706,19
1707,31
1708,9
1709,27
1710,19
1711,15
1712,3
1713,3
1714,18
1714,49
1715,24
1715,6
1716,1
1717,1
1718,31
1719,18
1720,3
1721,19
1722,26
1723,18
1724,21
1725,18
1726,21
1727,3
1728,33
1729,20
1730,6
1731,1
1732,42
1733,42
1734,42
1735,42
1736,42
1737,33
1738,33
1739,15
1740,0
1741,33
1742,8
1743,30
1744,1
1745,28
1746,6
1747,6
1748,37
1749,2
1750,28
1751,28
1752,28
1753,40
1754,28
1755,28
1756,31
1757,41
1758,41
1759,49
1759,12
1760,18
1761,18
1762,18
1763,18
1764,11
1765,21
1766,34
1767,9
1768,34
1769,2
1770,34
1771,26
1772,26
1773,21
1774,32
1775,2
1776,0
1777,0
1778,14
1779,23
1780,18
1781,21
1782,26
1783,16
1784,32
1785,0
1786,8
1787,1
1788,23
1789,23
1790,23
1791,1
1792,33
1793,1
1794,1
1795,1
1796,38
1797,11
1798,11
1799,21
1800,3
1801,12
1802,3
1803,3
1804,3
1805,3
1806,36
1807,36
1808,36
1809,32
1810,22
1811,27
1812,32
1813,8
1814,8
1815,0
1816,32
1817,31
1818,21
1819,31
1820,16
1821,23
1822,27
1823,42
1824,42
1825,35
1826,35
1827,0
1828,49
1828,21
1829,0
1830,0
1831,14
1832,4
1833,21
1834,27
1835,36
1836,36
1837,34
1838,32
1839,12
1840,23
1841,6
1842,31
1843,18
1844,18
1845,12
1846,36
1847,1
1848,21
1849,20
1850,1
1851,33
1852,23
1853,36
1854,1
1855,33
1856,26
1857,19
1858,12
1859,31
1860,34
1861,1
1862,1
1863,1
1864,32
1865,24
1865,6
1866,42
1867,42
1868,38
1869,38
1870,42
1871,34
1872,11
1873,21
1874,0
1875,24
1876,8
1877,6
1878,11
1879,11
1880,21
1880,49
1881,11
1882,11
1883,11
1884,11
1885,11
1886,11
1887,11
1888,28
1889,18
1890,18
1891,18
1892,21
1893,12
1894,18
1895,30
1896,29
1897,29
1898,26
1899,0
1900,39
1901,1
1902,2
1903,11
1904,33
1905,42
1906,18
1907,18
1908,0
1909,8
1910,29
1911,36
1912,0
1913,1
1914,1
1915,19
1916,1
1917,40
1918,0
1919,25
1920,35
1921,9
1922,32
1923,1
1924,34
1925,34
1926,1
1927,34
1928,35
1929,34
1930,35
1931,36
1932,36
1933,29
1934,12
1935,19
1936,2
1937,1
1938,10
1939,33
1940,32
1941,35
1942,1
1943,13
1944,28
1945,25
1946,20
1947,26
1948,32
1949,1
1950,1
1951,1
1952,0
1953,40
1954,27
1955,3
1956,1
1957,28
1958,34
1959,1
1960,23
1961,0
1962,11
1963,6
1964,49
1964,45
1965,7
1966,1
1967,0
1968,3
1969,0
1970,0
1971,0
1972,1
1973,26
1974,2
1975,11
1976,11
1977,11
1978,26
1979,1
1980,7
1981,8
1982,8
1983,20
1984,25
1985,0
1986,1
1987,18
1988,21
1989,27
1990,36
1991,10
1992,16
1993,27
1994,0
1995,19
1996,20
1997,28
1998,26
1999,0
1999,52
2000,0
2001,50
2001,0
2002,26
2003,18
2004,41
2005,12
2006,18
2007,3
2008,4
2009,1
2010,1
2011,34
2012,33
2013,1
2014,36
2015,1
2016,1
2017,1
2018,11
2019,3
2020,13
2021,45
2022,33
2023,28
2024,6
2024,51
2025,51
2025,6
2026,6
2026,51
2027,51
2027,6
2028,3
2029,3
2030,8
2031,39
2032,33
2033,6
2034,33
2035,32
2036,37
2037,14
2038,2
2039,6
2040,7
2041,0
2042,1
2043,8
2044,15
2045,4
2046,25
2047,37
2048,20
2049,6
2050,0
2051,13
2052,16
2053,1
2054,27
2055,11
2056,2
2057,20
2058,1
2059,34
2060,27
2061,8
2062,17
2063,0
2064,1
2065,22
2066,23
2067,17
2068,2
2069,33
2070,17
2071,28
2072,1
2073,27
2074,0
2075,1
2076,18
2077,7
2078,33
2079,32
2080,1
2081,7
2082,7
2083,1
2084,33
2085,44
2086,32
2087,0
2088,36
2089,19
2090,9
2091,19
2092,0
2093,6
2094,6
2095,6
2096,6
2097,18
2098,37
2099,7
2100,45
2101,3
2102,1
2103,1
2104,34
2105,1
2106,33
2107,23
2108,23
2109,16
2110,5
2111,3
2112,8
2113,0
2114,31
2115,21
2116,36
2117,36
2118,36
2119,36
2120,36
2121,36
2122,18
2123,36
2124,36
2125,36
2126,21
2127,6
2128,1
2129,1
2130,1
2131,1
2132,28
2133,0
2134,33
2135,18
2136,38
2137,11
2138,6
2139,23
2140,18
2141,21
2142,18
2143,18
2144,21
2145,18
2146,10
2147,10
2148,10
2149,23
2150,0
2151,1
2152,21
2153,43
2154,13
2155,12
2156,30
2157,16
2158,1
2159,49
2159,21
2160,25
2161,8
2162,40
2163,38
2164,49
2164,41
2165,18
2166,18
2167,6
2168,6
2169,19
2170,0
2171,9
2172,18
2173,29
2174,18
2175,12
2176,41
2177,0
2178,23
2179,23
2180,4
2181,8
2182,6
2183,21
2184,47
2184,48
2185,19
2186,36
2187,16
2188,16
2189,34
2190,18
2191,23
2192,18
2193,34
2194,34
2195,11
2196,32
2197,32
2198,1
2199,32
2200,33
2201,33
2202,32
2203,32
2204,32
2205,32
2206,32
2207,32
2208,32
2209,32
2210,33
2211,0
2212,16
2213,0
2214,0
2215,27
2216,36
2217,27
2218,17
2219,0
2220,18
2221,0
2222,17
2223,43
2224,10
2225,26
2226,1
2227,1
2228,1
2229,1
2230,1
2231,1
2232,1
2233,1
2234,8
2235,33
2236,1
2237,11
2238,25
2239,6
2240,18
2241,36
2242,36
2243,3
2244,3
2245,36
2246,36
2247,36
2248,7
2249,2
2250,2
2251,1
2252,26
2253,33
2254,0
2255,20
2256,19
2257,10
2258,16
2259,0
2260,9
2261,19
2262,18
2263,29
2264,0
2265,21
2266,3
2267,26
2268,7
2269,36
2270,35
2271,20
2272,20
2273,20
2274,11
2275,10
2276,22
2277,10
2278,17
2279,45
2280,41
2280,49
2281,28
2282,18
2283,28
2284,11
2285,10
2286,3
2287,12
2288,41
2289,38
2290,12
2291,28
2292,12
2293,0
2294,8
2295,6
2296,6
2297,6
2297,24
2298,7
2299,16
2300,3
2301,7
2302,48
2302,6
2303,1
2304,1
2305,0
2306,19
2307,11
2308,3
2309,28
2310,31
2311,31
2312,0
2313,31
2314,31
2315,2
2316,33
2317,32
2318,22
2319,35
2320,39
2321,0
2322,9
2323,18
2324,18
2325,26
2326,26
2327,26
2328,0
2329,0
2330,0
2331,0
2332,0
2333,21
2334,9
2335,22
2336,26
2337,10
2338,41
2339,41
2340,41
2341,41
2342,41
2343,19
2344,0
2345,21
2346,18
2347,18
2348,16
2349,16
2350,26
2351,17
2352,32
2353,45
2354,45
2355,45
2356,11
2357,49
2357,13
2358,6
2359,0
2360,49
2360,43
2361,47
2362,32
2363,0
2364,23
2365,17
2366,11
2367,19
2368,17
2369,26
2370,19
2371,41
2372,41
2373,1
2374,1
2375,30
2376,0
2377,33
2378,21
2379,21
2380,40
2381,32
2382,11
2383,7
2384,6
2385,6
2386,6
2387,6
2388,6
2389,6
2390,7
2391,37
2392,7
2393,6
2394,1
2395,19
2396,7
2397,6
2398,6
2399,6
2400,37
2401,2
2402,6
2403,40
2404,6
2405,0
2406,40
2407,40
2408,40
2409,4
2410,23
2411,34
2412,19
2413,32
2414,32
2415,45
2416,32
2417,25
2418,6
2419,0
2420,32
2421,2
2422,27
2423,28
2424,19
2425,30
2426,6
2427,8
2428,33
2429,33
2430,1
2431,33
2432,1
2433,1
2434,30
2435,36
2436,1
2437,9
2438,20
2439,1
2440,1
2441,4
2442,21
2443,0
2444,6
2445,1
2446,6
2447,32
2448,19
2449,32
2450,33
2451,23
2452,1
2453,0
2454,5
2455,16
2456,33
2457,30
2458,24
2459,26
2460,20
2461,29
2462,29
2463,30
2464,44
2465,52
2465,24
2466,1
2467,1
2468,33
2469,23
2470,21
2471,1
2472,21
2473,36
2474,26
2475,26
2476,16
2477,23
2478,2
2479,8
2480,8
2481,33
2482,19
2483,37
2484,24
2485,8
2486,0
2487,25
2488,3
2489,32
2490,3
2491,35
2492,41
2493,1
2494,6
2495,8
2496,34
2497,23
2498,2
2499,2
2500,0
2501,6
2502,33
2503,1
2504,1
2505,11
2506,28
2507,31
2508,19
2509,19
2510,24
2510,50
2511,50
2511,6
2512,12
2513,50
2513,6
2514,26
2515,23
2516,27
2517,34
2518,26
2519,6
2519,29
2520,28
2521,24
2522,24
2523,29
2524,26
2525,39
2526,36
2527,26
2528,36
2529,1
2530,28
2531,36
2532,27
2533,1
2534,4
2535,1
2536,52
2536,30
2537,18
2538,18
2539,21
2540,9
2541,33
2542,6
2543,29
2544,6
2545,20
2546,11
2547,9
2548,19
2549,11
2550,28
2551,27
2552,8
2553,8
2554,8
2555,10
2556,14
2557,23
2558,20
2559,29
2560,36
2561,0
2562,28
2563,41
2563,49
2564,0
2564,52
2565,19
2566,12
2567,17
2568,33
2569,17
2570,12
2571,41
2572,32
2573,33
2574,48
2574,0
2575,13
2576,42
2577,42
2578,38
2579,42
2580,0
2581,1
2582,16
2583,16
2584,16
2585,36
2586,6
2587,6
2588,33
2589,33
2590,8
2591,12
2592,12
2593,26
2594,45
2595,6
2596,34
2597,16
2598,0
2599,31
2600,32
2601,9
2602,1
2603,30
2604,30
2605,42
2606,0
2607,32
2608,0
2608,48
2609,4
2610,37
2611,29
2612,29
2613,49
2613,29
2614,29
2615,15
2616,33
2617,33
2618,12
2619,23
2620,9
2621,6
2622,8
2623,20
2624,30
2625,23
2626,34
2627,34
2628,34
2629,0
2630,34
2631,0
2632,29
2632,52
2633,18
2634,23
2635,18
2636,14
2636,50
2637,30
2638,0
2639,0
2640,23
2641,7
2642,7
2643,7
2644,23
2645,2
2646,23
2647,6
2648,29
2648,52
2649,50
2649,24
2650,37
2651,14
2652,23
2653,0
2654,23
2655,2
2656,21
2657,0
2658,26
2659,30
2660,34
2661,34
2662,25
2663,3
2664,17
2665,34
2666,34
2667,34
2668,21
2669,48
2669,47
2670,47
2671,23
2672,34
2673,34
2674,34
2675,34
2676,34
2677,34
2678,34
2679,34
2680,0
2681,34
2682,34
2683,23
2684,34
2685,34
2686,34
2687,34
2688,34
2689,34
2690,34
2691,34
2692,34
2693,34
2694,35
2695,34
2696,14
2697,34
2698,14
2699,1
2700,34
2701,34
2702,34
2703,34
2704,3
2705,34
2706,34
2707,24
2708,1
2709,2
2710,33
2711,1
2712,34
2713,27
2714,2
2715,26
2716,3
2717,36
2718,36
2719,29
2720,23
2721,29
2722,31
2723,50
2723,24
2724,6
2725,6
2726,6
2727,6
2728,2
2729,36
2730,36
2731,36
2732,36
2733,5
2734,47
2735,5
2736,51
2736,24
2737,0
2738,19
2739,1
2740,11
2741,26
2742,14
2743,34
2744,2
2745,42
2746,0
2747,36
2748,36
2749,36
2750,26
2751,26
2752,26
2753,52
2753,6
2754,7
2755,19
2756,0
2756,49
2757,1
2758,2
2759,26
2760,26
2761,37
2762,2
2763,32
2764,20
2765,27
2766,21
2767,26
2768,12
2769,9
2770,26
2771,26
2772,26
2773,1
2774,23
2775,28
2776,1
2777,1
2778,6
2779,20
2780,14
2781,20
2782,40
2783,51
2783,0
2784,17
2785,7
2786,52
2786,30
2787,50
2787,14
2788,0
2789,29
2790,29
2791,1
2792,26
2793,27
2794,23
2795,23
2796,36
2797,21
2798,18
2799,25
2800,26
2801,0
2802,33
2803,41
2804,16
2805,39
2806,26
2807,28
2808,28
2809,6
2810,29
2811,2
2812,26
2813,26
2814,26
2815,26
2816,33
2817,0
2818,3
2819,21
2820,0
2821,49
2821,29
2822,0
2822,49
2823,34
2824,34
2825,14
2826,32
2827,32
2828,6
2829,8
2830,36
2831,28
2832,28
2833,28
2834,28
2835,33
2836,1
2837,32
2838,17
2839,26
2840,48
2840,6
2841,6
2841,24
2842,28
2843,32
2844,3
2845,49
2845,30
2846,21
2847,21
2848,1
2849,23
2850,23
2851,23
2852,23
2853,23
2854,23
2855,23
2856,23
2857,0
2858,7
2859,7
2860,36
2861,26
2862,26
2863,26
2864,11
2865,3
2866,25
2867,18
2868,45
2869,45
2870,31
2871,3
2871,6
2872,11
2873,2
2874,31
2875,26
2876,33
2877,8
2878,45
2879,27
2880,30
2881,36
2882,32
2883,32
2884,3
2885,26
